RunCompletedAt,Symbol,ClosedTradeIndex,TradeSide,EntryTime,ExitTime,Quantity,EntryPrice,ExitPrice,TradePnL,RealizedR,MfeR,MaeR,SetupArmTime,SetupToFillSeconds,EntryRoute,ExitReason,EntryProb,EntryThreshold,EntryThresholdMargin,ArmsTotal,ArmsLong,ArmsShort,ArmConfirmations,ArmExpirations,ArmConversionRate,GuardEvaluations,GuardFires,LifecycleExits,HardRiskExits,EodExits,AvgSetupToFillSeconds,AvgMfeR,AvgMaeR,ExitReasonDistribution
2026-06-04T06:05:04.282018Z,TSLA,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,lifecycle=0|guard=0|hard_stop=0|hard_risk=0|target=0|eod=0|other=0
