Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose,Bid,Ask,BidSize,AskSize,PutVol,CallVol,ShortableShares,NewsCount300s,SentimentMean300s,SentimentMin300s,SentimentMax300s,MinutesSinceNews,AsOfTs,BarEpochSec,SessionBucket,MinuteOfDay,SecondsFromOpen,SpreadBps,L1Imbalance,NewsCount60s,NewsUniqueProviders300s,SentimentStd300s,SentimentLatest,SentimentModel,SentimentConfidenceMean300s,SentimentConfidenceLatest,NewsAsOfLagSec,NewsCoverage300s,FeatureCompleteness,DataQualityFlags,BidLast,AskLast,BidSizeLast,AskSizeLast,PutVolDelta5s,CallVolDelta5s,ShortableDelta5s,ShortableMin5s,ShortableMax5s,QuoteUpdateCount5s,QuoteCoverage5s,QuoteAgeMs,SpreadMinBps5s,SpreadMaxBps5s,ImbalanceStd5s,AtBidVol,AtAskVol,TradePrintCount5s,Mkt_TSLA_Close5s,Mkt_TSLA_Ret5s,Mkt_TSLA_Ret30s,Mkt_TSLA_SpreadBps,Mkt_TSLA_L1Imbalance,Mkt_TSLA_NewsCount300s,Mkt_TSLA_SentimentMean300s,Mkt_TSLA_AsOfLagSec,Mkt_QQQ_Close5s,Mkt_QQQ_Ret5s,Mkt_QQQ_Ret30s,Mkt_QQQ_SpreadBps,Mkt_QQQ_L1Imbalance,Mkt_QQQ_NewsCount300s,Mkt_QQQ_SentimentMean300s,Mkt_QQQ_AsOfLagSec,Mkt_NVDA_Close5s,Mkt_NVDA_Ret5s,Mkt_NVDA_Ret30s,Mkt_NVDA_SpreadBps,Mkt_NVDA_L1Imbalance,Mkt_NVDA_NewsCount300s,Mkt_NVDA_SentimentMean300s,Mkt_NVDA_AsOfLagSec,Mkt_AMD_Close5s,Mkt_AMD_Ret5s,Mkt_AMD_Ret30s,Mkt_AMD_SpreadBps,Mkt_AMD_L1Imbalance,Mkt_AMD_NewsCount300s,Mkt_AMD_SentimentMean300s,Mkt_AMD_AsOfLagSec,MktReadyCount,MktBreadthUp5s,MktMeanRet5s,MktDispersion5s
20260312 10:24:15 America/New_York,401.1100,401.1400,401.0300,401.0300,207.000000000000000000,401.085901856763996420,51,407.8200,401.1603,401.2385,4,8,253799,273530,47796216,0,0.0000,0.0000,0.0000,18752.2500,20260312 10:24:15 America/New_York,1773325455,REGULAR,624,3255,1.9505,-0.4739,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.1700,401.2400,20,9,10,8,0,47796216,47796216,288,1.0000,0.0,1.7447,1.9940,0.5545,22.0000,12.0000,4,401.0300,-0.000199,-0.000772,1.9505,-0.4739,0,0.0000,0.00,600.0800,-0.000017,-0.000200,0.1666,0.6427,0,0.0000,0.00,182.5000,-0.000110,-0.000493,0.5478,0.1636,0,0.0000,0.00,198.4200,-0.000101,-0.001258,2.5050,0.3188,0,0.0000,5.00,4,0,-0.000107,0.000075
20260312 10:24:20 America/New_York,401.0500,401.0900,400.9800,401.0300,123.000000000000000000,401.030835196098394135,58,407.8200,401.1266,401.1990,13,7,253954,273582,47796226,0,0.0000,0.0000,0.0000,18752.3333,20260312 10:24:20 America/New_York,1773325460,REGULAR,624,3260,1.8032,0.1245,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0800,401.1400,1,5,155,52,10,47796216,47796226,344,1.0000,0.0,1.4958,2.4932,0.3260,29.0000,54.0000,17,401.0300,0.000000,-0.000399,1.8032,0.1245,0,0.0000,0.00,600.0700,-0.000017,-0.000117,0.1666,0.3616,0,0.0000,0.00,182.5200,0.000110,-0.000110,0.6075,0.3177,0,0.0000,0.00,198.4400,0.000101,-0.001208,2.1477,-0.3466,0,0.0000,5.00,4,2,0.000048,0.000066
20260312 10:24:25 America/New_York,401.0300,401.1400,401.0100,401.0500,148.000000000000000000,401.055330857528701927,58,407.8200,401.0767,401.1370,1,4,253981,273617,47796226,0,0.0000,0.0000,0.0000,18752.4167,20260312 10:24:25 America/New_York,1773325465,REGULAR,624,3265,1.5012,-0.4157,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0500,401.1200,2,1,27,35,0,47796226,47796226,357,1.0000,0.0,1.2465,1.9946,0.2763,7.0000,19.0000,9,401.0500,0.000050,-0.000175,1.5012,-0.4157,0,0.0000,0.00,600.0700,-0.000017,-0.000117,0.1666,0.3616,0,0.0000,5.00,182.5200,0.000110,-0.000110,0.6075,0.3177,0,0.0000,5.00,198.4300,-0.000050,-0.000755,2.3554,0.4837,0,0.0000,5.00,4,2,0.000023,0.000071
20260312 10:24:30 America/New_York,401.1100,401.1500,401.0100,401.0400,276.000000000000000000,401.063915559171903169,71,407.8200,401.0456,401.1155,3,1,254003,273652,47796226,0,0.0000,0.0000,0.0000,18752.5000,20260312 10:24:30 America/New_York,1773325470,REGULAR,624,3270,1.7422,0.2413,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0300,401.0900,7,2,22,35,0,47796226,47796226,273,1.0000,0.0,1.4960,2.2439,0.1224,33.0000,1.0000,6,401.0400,-0.000025,0.000075,1.7422,0.2413,0,0.0000,0.00,600.1600,0.000050,0.000133,0.1666,0.6413,0,0.0000,0.00,182.5300,-0.000438,-0.000110,0.6734,-0.0669,0,0.0000,0.00,198.5000,0.000353,0.000101,2.6493,-0.1641,0,0.0000,5.00,4,2,-0.000015,0.000326
20260312 10:24:35 America/New_York,401.0300,401.1200,400.9600,401.0000,122.000000000000000000,401.048893895944274846,50,407.8200,401.0300,401.0882,5,3,254022,273680,47796195,0,0.0000,0.0000,0.0000,18752.5833,20260312 10:24:35 America/New_York,1773325475,REGULAR,624,3275,1.4507,0.1912,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0300,401.0900,2,5,19,28,-31,47796195,47796226,301,1.0000,0.0,1.2467,1.4960,0.4190,13.0000,5.0000,6,401.0000,-0.000100,-0.000075,1.4507,0.1912,0,0.0000,0.00,600.1600,0.000050,0.000133,0.1666,0.6413,0,0.0000,5.00,182.5300,-0.000438,-0.000110,0.6734,-0.0669,0,0.0000,5.00,198.6000,0.000504,0.000504,2.5651,-0.4389,0,0.0000,5.00,4,2,0.000004,0.000391
20260312 10:24:40 America/New_York,401.0000,401.0800,400.9300,400.9800,63.000000000000000000,401.013454474404113625,22,407.8200,401.0202,401.0807,2,4,254186,273725,47796195,0,0.0000,0.0000,0.0000,18752.6667,20260312 10:24:40 America/New_York,1773325480,REGULAR,624,3280,1.5092,-0.2505,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9800,401.0600,2,2,164,45,0,47796195,47796195,253,1.0000,0.0,0.9974,1.9949,0.2157,10.0000,22.0000,13,400.9800,-0.000050,-0.000324,1.5092,-0.2505,0,0.0000,0.00,600.2000,0.000067,0.000183,0.1666,0.3448,0,0.0000,5.00,182.5400,0.000055,-0.000055,0.9630,0.0200,0,0.0000,5.00,198.6300,0.000151,0.000957,2.7057,-0.2718,0,0.0000,5.00,4,3,0.000056,0.000082
20260312 10:24:45 America/New_York,400.9700,401.0800,400.9300,401.0800,181.000000000000000000,401.036352114616306608,52,407.8200,400.9801,401.0535,2,3,254221,273762,47796187,0,0.0000,0.0000,0.0000,18752.7500,20260312 10:24:45 America/New_York,1773325485,REGULAR,624,3285,1.8305,-0.0118,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0300,401.0900,2,2,35,37,-8,47796187,47796195,187,1.0000,0.0,0.9975,1.9949,0.1132,3.0000,13.0000,9,401.0800,0.000249,0.000125,1.8305,-0.0118,0,0.0000,0.00,600.2300,0.000050,0.000250,0.1667,-0.2362,0,0.0000,0.00,182.5300,0.000274,0.000164,0.9671,-0.0218,0,0.0000,0.00,198.6400,0.000050,0.001109,2.1464,0.0803,0,0.0000,5.00,4,4,0.000156,0.000123
20260312 10:24:50 America/New_York,401.1200,401.1800,400.9100,400.9900,282.000000000000000000,401.039789119262820805,76,407.8200,401.0319,401.0923,2,2,254285,273786,47796187,0,0.0000,0.0000,0.0000,18752.8333,20260312 10:24:50 America/New_York,1773325490,REGULAR,624,3290,1.5059,0.0361,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0200,401.0900,1,1,64,24,0,47796187,47796187,272,1.0000,0.0,0.9974,1.9948,0.1626,8.0000,4.0000,8,400.9900,-0.000224,-0.000100,1.5059,0.0361,0,0.0000,0.00,600.2300,0.000050,0.000250,0.1667,-0.2362,0,0.0000,5.00,182.5500,0.000110,0.000164,0.5478,0.0667,0,0.0000,0.00,198.5700,-0.000352,0.000655,2.5671,-0.0112,0,0.0000,5.00,4,2,-0.000104,0.000220
20260312 10:24:55 America/New_York,400.9800,401.0000,400.9300,400.9400,143.000000000000000000,400.962468619246919843,42,407.8200,401.0243,401.0940,1,1,254628,274214,47796574,0,0.0000,0.0000,0.0000,18752.9167,20260312 10:24:55 America/New_York,1773325495,REGULAR,624,3295,1.7380,-0.0121,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0000,401.0700,2,1,343,428,387,47796187,47796574,234,1.0000,0.0,0.7481,2.2444,0.1722,43.0000,65.0000,39,400.9400,-0.000125,-0.000274,1.7380,-0.0121,0,0.0000,0.00,600.2600,0.000083,0.000217,0.1667,0.0929,0,0.0000,0.00,182.6000,0.000274,-0.000055,0.5555,-0.2872,0,0.0000,0.00,198.8100,0.000554,0.001562,3.3847,0.2164,0,0.0000,0.00,4,3,0.000197,0.000288
20260312 10:25:00 America/New_York,400.9400,401.4000,400.9300,401.3300,268.000000000000000000,401.198397543271880750,108,407.8200,401.0148,401.0820,2,2,254902,274533,47796164,0,0.0000,0.0000,0.0000,18753.0000,20260312 10:25:00 America/New_York,1773325500,REGULAR,625,3300,1.6746,0.1161,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0600,401.1200,1,2,274,319,-410,47796164,47796574,512,1.0000,0.0,1.2464,2.4940,0.2338,38.0000,338.0000,32,401.3300,0.000973,0.000723,1.6746,0.1161,0,0.0000,0.00,600.2600,0.000083,0.000217,0.1667,0.0929,0,0.0000,5.00,182.6000,0.000274,-0.000055,0.5555,-0.2872,0,0.0000,5.00,198.8100,0.000554,0.001562,3.3847,0.2164,0,0.0000,5.00,4,4,0.000471,0.000386
20260312 10:25:05 America/New_York,401.3700,401.5000,401.3000,401.4100,395.000000000000000000,401.395884325760903266,136,407.8200,401.0274,401.0837,2,3,255116,274720,47796354,0,0.0000,0.0000,0.0000,18753.0833,20260312 10:25:05 America/New_York,1773325505,REGULAR,625,3305,1.4045,-0.1281,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9400,401.0000,4,4,214,187,190,47796164,47796354,510,1.0000,0.0,0.7482,2.2441,0.2466,16.0000,36.0000,22,401.4100,0.000199,0.001022,1.4045,-0.1281,0,0.0000,0.00,600.8600,0.000083,0.001100,0.1666,-0.5588,0,0.0000,0.00,182.7900,0.000109,0.001370,0.6210,-0.5608,0,0.0000,0.00,198.9900,0.000352,0.001812,3.1952,0.3121,0,0.0000,0.00,4,4,0.000186,0.000121
20260312 10:25:10 America/New_York,401.4200,401.4700,401.2600,401.3100,223.000000000000000000,401.350723242275023495,67,407.8200,400.9400,400.9982,4,4,255130,274722,47796354,0,0.0000,0.0000,0.0000,18753.1667,20260312 10:25:10 America/New_York,1773325510,REGULAR,625,3310,1.4509,-0.0074,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9000,400.9600,16,4,14,2,0,47796354,47796354,322,1.0000,0.0,0.9976,1.4964,0.1281,7.0000,4.0000,6,401.3100,-0.000249,0.000823,1.4509,-0.0074,0,0.0000,0.00,600.7500,-0.000183,0.000916,0.1666,-0.2430,0,0.0000,0.00,182.7600,-0.000164,0.001534,0.5827,-0.8211,0,0.0000,0.00,198.7900,-0.001005,0.000755,3.5371,0.2295,0,0.0000,0.00,4,0,-0.000400,0.000405
20260312 10:25:15 America/New_York,401.2900,401.3100,401.1600,401.1900,146.000000000000000000,401.224398156052586728,38,407.8200,400.9132,400.9734,14,4,255319,275030,47796134,0,0.0000,0.0000,0.0000,18753.2500,20260312 10:25:15 America/New_York,1773325515,REGULAR,625,3315,1.5028,0.5037,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.3000,401.3700,1,2,189,308,-220,47796134,47796354,168,1.0000,0.0,1.2459,1.7451,0.1764,5.0000,41.0000,8,401.1900,-0.000299,0.000274,1.5028,0.5037,0,0.0000,0.00,600.7500,-0.000183,0.000916,0.1666,-0.2430,0,0.0000,5.00,182.7400,-0.000109,0.001150,0.5494,-0.3960,0,0.0000,0.00,198.7900,-0.001005,0.000755,3.5371,0.2295,0,0.0000,5.00,4,0,-0.000399,0.000411
20260312 10:25:20 America/New_York,401.1700,401.2200,401.0000,401.0400,137.000000000000000000,401.117801958650716188,54,407.8200,401.2659,401.3365,2,2,255723,276057,47796714,0,0.0000,0.0000,0.0000,18753.3333,20260312 10:25:20 America/New_York,1773325520,REGULAR,625,3320,1.7576,-0.1109,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0000,401.1100,9,1,404,1027,580,47796134,47796814,426,1.0000,0.0,0.7475,2.7428,0.3339,152.0000,174.0000,81,401.0400,-0.000374,0.000125,1.7576,-0.1109,0,0.0000,0.00,600.5700,-0.000150,0.000600,0.1688,0.0110,0,0.0000,0.00,182.6600,-0.000438,0.000603,0.5504,-0.0401,0,0.0000,0.00,198.7200,-0.000352,0.000755,3.4492,0.3497,0,0.0000,5.00,4,0,-0.000328,0.000124
20260312 10:25:25 America/New_York,401.0500,401.1100,400.6600,400.6900,809.000000000000000000,400.813523562472994399,199,407.8200,400.9801,401.0688,8,1,256140,276457,47796714,0,0.0000,0.0000,0.0000,18753.4167,20260312 10:25:25 America/New_York,1773325525,REGULAR,625,3325,2.2109,0.5737,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.8500,400.9000,9,1,417,400,0,47796714,47796714,362,1.0000,0.0,0.7482,2.7428,0.3221,35.0000,61.0000,40,400.6900,-0.000873,-0.000624,2.2109,0.5737,0,0.0000,0.00,600.5700,-0.000150,0.000600,0.1688,0.0110,0,0.0000,5.00,182.6200,-0.000219,0.000110,0.5684,0.5358,0,0.0000,0.00,198.6700,-0.000252,-0.000151,3.6658,0.0034,0,0.0000,5.00,4,0,-0.000373,0.000336
20260312 10:25:30 America/New_York,400.7200,400.8900,400.6800,400.8500,752.000000000000000000,400.774799242801577748,128,407.8200,400.7923,400.8476,6,10,256626,277123,47796202,0,0.0000,0.0000,0.0000,18753.5000,20260312 10:25:30 America/New_York,1773325530,REGULAR,625,3330,1.3800,0.1510,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.7700,400.8200,10,2,486,666,-512,47796202,47796714,424,1.0000,0.0,0.9982,2.7447,0.6942,15.0000,86.0000,21,400.8500,0.000399,-0.001196,1.3800,0.1510,0,0.0000,0.00,600.5300,0.000000,-0.000466,0.1665,0.6423,0,0.0000,0.00,182.6300,0.000055,-0.000766,0.5637,0.4359,0,0.0000,0.00,198.6100,-0.000302,-0.001006,2.6869,-0.4692,0,0.0000,5.00,4,2,0.000038,0.000287
20260312 10:25:35 America/New_York,400.8700,400.8700,400.6900,400.8100,551.000000000000000000,400.749024301777296841,140,407.8200,400.7721,400.8244,8,2,257065,277281,47796320,0,0.0000,0.0000,0.0000,18753.5833,20260312 10:25:35 America/New_York,1773325535,REGULAR,625,3335,1.3045,0.4998,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.8000,400.8600,1,1,439,158,118,47796202,47796320,224,1.0000,0.0,0.9980,1.7465,0.2313,8.0000,22.0000,13,400.8100,-0.000100,-0.001495,1.3045,0.4998,0,0.0000,0.00,600.5100,-0.000033,-0.000582,0.1665,0.2009,0,0.0000,0.00,182.6300,0.000055,-0.000766,0.5637,0.4359,0,0.0000,5.00,198.6400,0.000151,-0.001408,3.9822,-0.1588,0,0.0000,5.00,4,2,0.000018,0.000109
20260312 10:25:40 America/New_York,400.8300,401.0300,400.8300,400.8800,251.000000000000000000,400.924542106310980216,89,407.8200,400.8364,400.8964,2,2,257166,277424,47796880,0,0.0000,0.0000,0.0000,18753.6667,20260312 10:25:40 America/New_York,1773325540,REGULAR,625,3340,1.4984,-0.0077,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9000,400.9800,2,1,101,143,560,47796320,47796880,397,1.0000,0.0,0.9975,1.9956,0.2562,91.0000,55.0000,24,400.8800,0.000175,-0.001071,1.4984,-0.0077,0,0.0000,0.00,600.6100,0.000167,-0.000233,0.1580,0.1159,0,0.0000,0.00,182.6500,0.000164,-0.000602,0.6631,0.0505,0,0.0000,0.00,198.6400,0.000000,-0.001759,3.6791,0.0502,0,0.0000,5.00,4,3,0.000126,0.000084
20260312 10:25:45 America/New_York,400.9600,401.1300,400.8300,400.8600,723.000000000000000000,400.999592189390000385,65,407.8200,400.8929,400.9682,3,2,257478,277545,47797285,0,0.0000,0.0000,0.0000,18753.7500,20260312 10:25:45 America/New_York,1773325545,REGULAR,625,3345,1.8778,0.2117,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.7600,400.8300,2,1,312,121,405,47796880,47797290,421,1.0000,0.0,0.9975,2.2451,0.1901,29.0000,55.0000,27,400.8600,-0.000050,-0.000823,1.8778,0.2117,0,0.0000,0.00,600.6200,0.000017,-0.000067,0.1817,-0.3918,0,0.0000,0.00,182.6900,0.000219,-0.000274,0.9000,-0.2938,0,0.0000,0.00,198.6200,-0.000101,-0.000855,4.1214,0.4302,0,0.0000,5.00,4,2,0.000021,0.000140
20260312 10:25:50 America/New_York,400.8600,400.9200,400.7500,400.7900,276.000000000000000000,400.834018471568299447,103,407.8200,400.7785,400.8436,3,1,257570,277867,47797240,0,0.0000,0.0000,0.0000,18753.8333,20260312 10:25:50 America/New_York,1773325550,REGULAR,625,3350,1.6250,0.2137,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.7300,400.8000,2,1,92,322,-45,47797240,47797285,457,1.0000,0.0,0.9979,1.9961,0.2149,43.0000,46.0000,27,400.7900,-0.000175,-0.000623,1.6250,0.2137,0,0.0000,0.00,600.5300,-0.000150,-0.000067,0.1665,0.5616,0,0.0000,0.00,182.6500,-0.000219,-0.000055,1.0088,0.3151,0,0.0000,0.00,198.6500,0.000151,-0.000352,5.5854,0.6072,0,0.0000,5.00,4,1,-0.000098,0.000169
20260312 10:25:55 America/New_York,400.8000,400.8100,400.6700,400.7500,222.000000000000000000,400.744874999999979082,73,407.8200,400.7193,400.7847,2,1,257889,278069,47797240,0,0.0000,0.0000,0.0000,18753.9167,20260312 10:25:55 America/New_York,1773325555,REGULAR,625,3355,1.6339,0.2382,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.7100,400.7700,3,2,319,202,0,47797240,47797240,420,1.0000,0.0,0.9981,2.4955,0.1983,15.0000,59.0000,27,400.7500,-0.000100,0.000150,1.6339,0.2382,0,0.0000,0.00,600.4400,-0.000150,-0.000150,0.1656,-0.4374,0,0.0000,0.00,182.6500,-0.000219,-0.000055,1.0088,0.3151,0,0.0000,5.00,198.6200,-0.000151,-0.000252,3.7802,0.5677,0,0.0000,5.00,4,0,-0.000155,0.000049
20260312 10:26:00 America/New_York,400.7400,400.8000,400.6600,400.7100,304.000000000000000000,400.725970969329182481,104,407.8200,400.7084,400.7688,4,2,258157,278171,47797139,0,0.0000,0.0000,0.0000,18754.0000,20260312 10:26:00 America/New_York,1773325560,REGULAR,626,3360,1.5078,0.1427,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.6700,400.7400,1,2,268,102,-101,47797134,47797240,526,1.0000,0.0,0.7487,1.7469,0.3137,36.0000,35.0000,33,400.7100,-0.000100,-0.000349,1.5078,0.1427,0,0.0000,0.00,600.2600,-0.000300,-0.000450,0.1700,0.3365,0,0.0000,0.00,182.5900,-0.000164,-0.000219,0.9072,0.3825,0,0.0000,0.00,198.5900,-0.000151,-0.000101,3.5893,-0.1616,0,0.0000,5.00,4,0,-0.000179,0.000085
20260312 10:26:05 America/New_York,400.7100,400.8000,400.6800,400.7300,176.000000000000000000,400.753220170454483195,45,407.8200,400.6933,400.7564,2,2,258324,278299,47797054,0,0.0000,0.0000,0.0000,18754.0833,20260312 10:26:05 America/New_York,1773325565,REGULAR,626,3365,1.5736,-0.1096,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.6800,400.7600,7,1,167,128,-85,47797054,47797139,274,1.0000,0.0,0.7486,1.9964,0.2615,32.0000,70.0000,25,400.7300,0.000050,-0.000200,1.5736,-0.1096,0,0.0000,0.00,600.3000,0.000067,-0.000350,0.1815,-0.0416,0,0.0000,0.00,182.5900,-0.000164,-0.000219,0.9072,0.3825,0,0.0000,5.00,198.4700,-0.000604,-0.000856,2.8940,-0.1960,0,0.0000,5.00,4,2,-0.000163,0.000312
20260312 10:26:10 America/New_York,400.7400,401.0100,400.6800,401.0100,177.000000000000000000,400.866392796848572289,75,407.8200,400.7178,400.7920,5,2,258608,278566,47797054,0,0.0000,0.0000,0.0000,18754.1667,20260312 10:26:10 America/New_York,1773325570,REGULAR,626,3370,1.8501,0.3186,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9600,401.0000,4,2,284,267,0,47797054,47797054,412,1.0000,0.0,0.4988,2.4944,0.4606,7.0000,76.0000,28,401.0100,0.000699,0.000324,1.8501,0.3186,0,0.0000,0.00,600.3000,0.000067,-0.000350,0.1815,-0.0416,0,0.0000,5.00,182.5900,0.000000,-0.000164,0.5596,-0.5446,0,0.0000,5.00,198.5100,0.000202,-0.000654,3.5464,0.0303,0,0.0000,5.00,4,3,0.000242,0.000316
20260312 10:26:15 America/New_York,400.9800,401.0900,400.9500,401.0700,349.000000000000000000,401.006891843591404267,87,407.8200,400.9685,401.0148,3,2,258784,278780,47796747,0,0.0000,0.0000,0.0000,18754.2500,20260312 10:26:15 America/New_York,1773325575,REGULAR,626,3375,1.1555,0.1221,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,401.0500,401.1100,3,4,176,214,-307,47796617,47797054,436,1.0000,0.0,0.7481,1.7457,0.2523,38.0000,62.0000,36,401.0700,0.000150,0.000524,1.1555,0.1221,0,0.0000,0.00,600.4400,0.000000,-0.000300,0.1839,0.5042,0,0.0000,0.00,182.5500,-0.000219,-0.000547,0.5937,0.0732,0,0.0000,5.00,198.5400,0.000151,-0.000403,2.6501,0.0630,0,0.0000,5.00,4,2,0.000020,0.000175
20260312 10:26:20 America/New_York,401.0800,401.1500,401.0300,401.1000,367.000000000000000000,401.082493018186823974,85,407.8200,401.0533,401.1139,4,3,258916,279000,47796965,0,0.0000,0.0000,0.0000,18754.3333,20260312 10:26:20 America/New_York,1773325580,REGULAR,626,3380,1.5120,0.0411,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.9600,401.0200,2,2,132,220,218,47796747,47796965,393,1.0000,0.0,0.9974,1.9945,0.2750,114.0000,47.0000,30,401.1000,0.000075,0.000773,1.5120,0.0411,0,0.0000,0.00,600.3800,-0.000100,-0.000250,0.1814,0.2169,0,0.0000,0.00,182.5400,-0.000219,-0.000602,0.5684,0.2823,0,0.0000,0.00,198.5700,0.000151,-0.000403,3.9172,0.2085,0,0.0000,5.00,4,2,-0.000023,0.000168
20260312 10:26:25 America/New_York,401.0700,401.0700,400.8000,400.9400,142.000000000000000000,400.996701717490395822,31,407.8200,400.9447,401.0052,2,20,259135,279162,47803215,0,0.0000,0.0000,0.0000,18754.4167,20260312 10:26:25 America/New_York,1773325585,REGULAR,626,3385,1.5077,-0.0291,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.8900,400.9600,4,2,219,162,6250,47796965,47803215,361,1.0000,0.0,1.2471,2.2450,0.2936,15.0000,797.0000,27,400.9400,-0.000399,0.000474,1.5077,-0.0291,0,0.0000,0.00,600.3300,-0.000083,-0.000183,0.2792,0.1022,0,0.0000,0.00,182.5500,0.000055,-0.000383,0.6248,0.2901,0,0.0000,0.00,198.7000,0.000000,0.000554,4.9537,0.3335,0,0.0000,0.00,4,1,-0.000107,0.000203
20260312 10:26:30 America/New_York,401.0000,401.0000,400.8100,400.9100,354.000000000000000000,400.954643738106994988,48,407.8200,400.8702,400.9399,4,2,259238,279544,47803215,0,0.0000,0.0000,0.0000,18754.5000,20260312 10:26:30 America/New_York,1773325590,REGULAR,626,3390,1.7385,0.2145,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.8400,400.9100,4,1,103,382,0,47803215,47803215,215,1.0000,0.0,0.9979,2.2450,0.1937,24.0000,42.0000,18,400.9100,-0.000075,0.000499,1.7385,0.2145,0,0.0000,0.00,600.2900,-0.000067,0.000050,0.1719,0.3920,0,0.0000,0.00,182.5200,-0.000164,-0.000383,0.6329,-0.0450,0,0.0000,0.00,198.7000,0.000000,0.000554,4.9537,0.3335,0,0.0000,5.00,4,0,-0.000076,0.000067
20260312 10:26:35 America/New_York,400.8900,400.9500,400.7400,400.7900,272.000000000000000000,400.838385703785377245,71,407.8200,400.8101,400.8787,4,2,259376,279675,47795274,0,0.0000,0.0000,0.0000,18754.5833,20260312 10:26:35 America/New_York,1773325595,REGULAR,626,3395,1.7121,0.2212,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.7700,400.8100,1,11,138,131,-7941,47795274,47803215,403,1.0000,0.0,0.9980,1.9960,0.3938,13.0000,60.0000,25,400.7900,-0.000299,0.000150,1.7121,0.2212,0,0.0000,0.00,600.2200,-0.000117,-0.000133,0.1794,-0.3740,0,0.0000,0.00,182.5800,0.000329,-0.000055,0.5600,0.0185,0,0.0000,0.00,198.7300,0.000151,0.001310,3.7886,0.2762,0,0.0000,5.00,4,2,0.000016,0.000279
20260312 10:26:40 America/New_York,400.8400,400.9300,400.7700,400.8100,147.000000000000000000,400.842928232904512242,43,407.8200,400.7927,400.8424,1,7,259496,279793,47794714,0,0.0000,0.0000,0.0000,18754.6667,20260312 10:26:40 America/New_York,1773325600,REGULAR,626,3400,1.2391,-0.4408,0,0,0.0000,0.0000,finbert,0.0000,0.0000,999999.00,0.0000,0.8000,news,400.8300,400.8700,2,2,120,118,-560,47794714,47795714,275,1.0000,0.0,0.9980,1.9960,0.4469,4.0000,41.0000,24,400.8100,0.000050,-0.000499,1.2391,-0.4408,0,0.0000,0.00,600.2000,-0.000033,-0.000400,0.2592,0.0759,0,0.0000,0.00,182.5500,-0.000164,0.000000,0.5838,0.1498,0,0.0000,0.00,198.7400,0.000050,0.001159,2.9278,0.4217,0,0.0000,5.00,4,2,-0.000024,0.000101
