Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose
20250923 10:48:25 America/New_York,222.6900,222.7300,222.6900,222.7300,86.0000000000000000,222.6960000000000000,23,227.9000
20250923 10:48:30 America/New_York,222.7200,222.7300,222.7000,222.7000,49.0000000000000000,222.7150000000000000,17,227.9000
20250923 10:48:35 America/New_York,222.6900,222.7000,222.6300,222.6300,50.0000000000000000,222.6560000000000000,19,227.9000
20250923 10:48:40 America/New_York,222.6300,222.6600,222.6300,222.6600,74.0000000000000000,222.6490000000000000,62,227.9000
20250923 10:48:45 America/New_York,222.6600,222.6700,222.6400,222.6500,19.0000000000000000,222.6570000000000000,10,227.9000
20250923 10:48:50 America/New_York,222.6500,222.6600,222.6000,222.6400,67.0000000000000000,222.6370000000000000,49,227.9000
20250923 10:48:55 America/New_York,222.6400,222.6400,222.5900,222.6100,81.0000000000000000,222.6180000000000000,23,227.9000
20250923 10:49:00 America/New_York,222.6200,222.6200,222.5700,222.5900,68.0000000000000000,222.6060000000000000,54,227.9000
20250923 10:49:05 America/New_York,222.5700,222.6000,222.5600,222.5900,47.0000000000000000,222.5880000000000000,37,227.9000
20250923 10:49:10 America/New_York,222.5900,222.6900,222.5700,222.6900,148.0000000000000000,222.6090000000000000,87,227.9000
20250923 10:49:15 America/New_York,222.6600,222.6900,222.6300,222.6600,26.0000000000000000,222.6580000000000000,23,227.9000
20250923 10:49:20 America/New_York,222.6900,222.7100,222.6700,222.7000,33.0000000000000000,222.6930000000000000,18,227.9000
20250923 10:49:25 America/New_York,222.7000,222.7100,222.6400,222.6500,40.0000000000000000,222.6830000000000000,25,227.9000
20250923 10:49:30 America/New_York,222.6500,222.6600,222.6100,222.6300,32.0000000000000000,222.6310000000000000,19,227.9000
20250923 10:49:35 America/New_York,222.6300,222.6600,222.6300,222.6400,20.0000000000000000,222.6430000000000000,19,227.9000
20250923 10:49:40 America/New_York,222.6300,222.6400,222.6300,222.6300,18.0000000000000000,222.6330000000000000,12,227.9000
20250923 10:49:45 America/New_York,222.6300,222.6500,222.6100,222.6300,79.0000000000000000,222.6270000000000000,40,227.9000
20250923 10:49:50 America/New_York,222.6300,222.6600,222.6200,222.6500,99.0000000000000000,222.6400000000000000,39,227.9000
20250923 10:49:55 America/New_York,222.6600,222.6600,222.6300,222.6500,11.0000000000000000,222.6430000000000000,7,227.9000
20250923 10:50:00 America/New_York,222.6600,222.6800,222.6200,222.6200,36.0000000000000000,222.6510000000000000,29,227.9000
20250923 10:50:05 America/New_York,222.6300,222.6400,222.5800,222.5800,65.0000000000000000,222.6100000000000000,19,227.9000
20250923 10:50:10 America/New_York,222.5800,222.6400,222.5600,222.6400,128.0000000000000000,222.5760000000000000,72,227.9000
20250923 10:50:15 America/New_York,222.6300,222.6500,222.6200,222.6200,66.0000000000000000,222.6390000000000000,38,227.9000
20250923 10:50:20 America/New_York,222.6300,222.6400,222.5700,222.6100,60.0000000000000000,222.6140000000000000,30,227.9000
20250923 10:50:25 America/New_York,222.6400,222.6500,222.6100,222.6400,71.0000000000000000,222.6380000000000000,29,227.9000
20250923 10:50:30 America/New_York,222.6000,222.6300,222.5800,222.6300,19.0000000000000000,222.6100000000000000,11,227.9000
20250923 10:50:35 America/New_York,222.6000,222.6000,222.5700,222.5800,209.0000000000000000,222.5810000000000000,19,227.9000
20250923 10:50:40 America/New_York,222.5700,222.6400,222.5600,222.6300,98.0000000000000000,222.6140000000000000,59,227.9000
20250923 10:50:45 America/New_York,222.6200,222.6300,222.5600,222.5900,77.0000000000000000,222.5980000000000000,56,227.9000
20250923 10:50:50 America/New_York,222.5900,222.5900,222.5600,222.5600,21.0000000000000000,222.5780000000000000,13,227.9000
20250923 10:50:55 America/New_York,222.5700,222.6000,222.5700,222.6000,58.0000000000000000,222.5910000000000000,47,227.9000
20250923 10:51:00 America/New_York,222.6300,222.6400,222.6000,222.6300,39.0000000000000000,222.6220000000000000,32,227.9000
20250923 10:51:05 America/New_York,222.6300,222.6300,222.6100,222.6100,8.0000000000000000,222.6160000000000000,6,227.9000
20250923 10:51:10 America/New_York,222.6300,222.6800,222.6100,222.6700,42.0000000000000000,222.6540000000000000,36,227.9000
20250923 10:51:15 America/New_York,222.6500,222.7000,222.6500,222.6700,36.0000000000000000,222.6690000000000000,21,227.9000
20250923 10:51:20 America/New_York,222.6800,222.6900,222.6400,222.6600,38.0000000000000000,222.6670000000000000,36,227.9000
20250923 10:51:25 America/New_York,222.6600,222.6700,222.6500,222.6500,13.0000000000000000,222.6580000000000000,11,227.9000
