Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose,DataQualityFlags
20260114 13:37:00 America/New_York,435.66,435.84,435.56,435.61,990.0,435.7180525252525,297,447.17,none
20260114 13:37:30 America/New_York,435.66,435.75,435.47,435.63,863.0,435.64537543453076,293,447.17,none
20260114 13:38:00 America/New_York,435.69,435.76,435.51,435.67,661.0,435.64940544629354,244,447.17,none
20260114 13:38:30 America/New_York,435.92,435.94,435.64,435.88,650.0,435.8493876923077,204,447.17,none
20260114 13:39:00 America/New_York,435.65,435.89,435.54,435.73,713.0,435.71604908835906,310,447.17,none
20260114 13:39:30 America/New_York,435.81,435.83,435.61,435.78,596.0,435.7446073825504,171,447.17,none
20260114 13:40:00 America/New_York,436.14,436.16,435.8,436.09,1050.0,435.9987409523809,364,447.17,none
20260114 13:40:30 America/New_York,436.12,436.15,436.0,436.12,1017.0,436.07694690265487,318,447.17,none
20260114 13:41:00 America/New_York,436.2,436.25,435.91,436.03,998.0,436.0906673346693,351,447.17,none
20260114 13:41:30 America/New_York,435.96,436.08,435.89,435.91,863.0,435.96530706836614,281,447.17,none
20260114 13:42:00 America/New_York,435.69,435.98,435.67,435.67,744.0,435.810067204301,259,447.17,none
20260114 13:42:30 America/New_York,435.52,436.04,435.41,435.84,1399.0,435.65762973552535,421,447.17,none
20260114 13:43:00 America/New_York,436.13,436.28,435.76,436.25,1083.0,436.08665466297316,323,447.17,none
20260114 13:43:30 America/New_York,436.31,436.39,436.15,436.15,1022.0,436.27714285714285,278,447.17,none
20260114 13:44:00 America/New_York,435.92,436.27,435.85,435.96,993.0,436.08194561933533,294,447.17,none
20260114 13:44:30 America/New_York,436.06,436.15,435.92,436.08,528.0,436.0072481060606,155,447.17,none
20260114 13:45:00 America/New_York,436.01,436.14,435.83,436.08,530.0,435.98887735849064,180,447.17,none
20260114 13:45:30 America/New_York,436.23,436.25,436.03,436.22,472.0,436.16432203389826,152,447.17,none
20260114 13:46:00 America/New_York,436.19,436.31,436.03,436.27,733.0,436.19009276944064,176,447.17,none
20260114 13:46:30 America/New_York,436.33,436.42,436.17,436.34,695.0,436.30869064748197,234,447.17,none
20260114 13:47:00 America/New_York,436.53,436.66,436.32,436.66,1206.0,436.4651666666666,361,447.17,none
20260114 13:47:30 America/New_York,436.58,436.69,436.49,436.64,912.0,436.5783311403508,286,447.17,none
20260114 13:48:00 America/New_York,436.56,436.71,436.5,436.62,858.0,436.6376911421911,269,447.17,none
20260114 13:48:30 America/New_York,436.49,436.68,436.42,436.48,459.0,436.4993006535948,155,447.17,none
20260114 13:49:00 America/New_York,436.23,436.52,436.17,436.29,758.0,436.31569788918205,262,447.17,none
20260114 13:49:30 America/New_York,436.48,436.5,436.2,436.49,547.0,436.37124862888487,193,447.17,none
20260114 13:50:00 America/New_York,436.5,436.59,436.36,436.48,855.0,436.4832011695907,297,447.17,none
20260114 13:50:30 America/New_York,436.36,436.61,436.31,436.46,882.0,436.4655351473923,297,447.17,none
20260114 13:51:00 America/New_York,436.58,436.66,436.39,436.58,855.0,436.55620818713453,278,447.17,none
20260114 13:51:30 America/New_York,436.63,436.7,436.55,436.57,1245.0,436.63407389558233,443,447.17,none
20260114 13:52:00 America/New_York,436.64,436.69,436.51,436.66,618.0,436.62145145631064,199,447.17,none
20260114 13:52:30 America/New_York,436.66,436.73,436.51,436.71,822.0,436.6578187347932,300,447.17,none
20260114 13:53:00 America/New_York,436.63,436.77,436.58,436.64,763.0,436.6751533420708,277,447.17,none
20260114 13:53:30 America/New_York,436.43,436.61,436.16,436.2,816.0,436.4173259803921,246,447.17,none
20260114 13:54:00 America/New_York,436.21,436.28,436.11,436.21,654.0,436.1992599388379,230,447.17,none
20260114 13:54:30 America/New_York,436.09,436.25,436.06,436.15,651.0,436.150153609831,205,447.17,none
20260114 13:55:00 America/New_York,436.11,436.21,435.96,436.11,749.0,436.0651548731642,228,447.17,none
20260114 13:55:30 America/New_York,436.18,436.37,436.1,436.19,673.0,436.2151010401189,256,447.17,none
20260114 13:56:00 America/New_York,436.14,436.28,436.1,436.11,486.0,436.1864855967078,162,447.17,none
20260114 13:56:30 America/New_York,436.2,436.26,436.08,436.23,373.0,436.17854691689007,138,447.17,none
20260114 13:57:00 America/New_York,436.18,436.25,435.96,436.2,537.0,436.11038919925517,179,447.17,none
20260114 13:57:30 America/New_York,436.36,436.42,436.16,436.34,394.0,436.28249238578684,152,447.17,none
20260114 13:58:00 America/New_York,436.47,436.58,436.38,436.45,1137.0,436.4684212840809,326,447.17,none
20260114 13:58:30 America/New_York,436.62,436.62,436.36,436.51,799.0,436.5116871088861,312,447.17,none
20260114 13:59:00 America/New_York,436.49,436.63,436.41,436.48,720.0,436.5274694444444,257,447.17,none
20260114 13:59:30 America/New_York,436.42,436.5,436.37,436.38,404.0,436.44503712871284,150,447.17,none
20260114 14:00:00 America/New_York,436.1,436.38,435.95,436.12,956.0,436.1397217573222,332,447.17,none
20260114 14:00:30 America/New_York,436.51,436.58,435.99,436.46,1394.0,436.29526183644185,300,447.17,none
20260114 14:01:00 America/New_York,436.59,436.64,436.39,436.62,807.0,436.5665278810408,205,447.17,none
20260114 14:01:30 America/New_York,436.49,436.62,436.39,436.51,893.0,436.5155845464726,296,447.17,none
20260114 14:02:00 America/New_York,436.27,436.51,436.2,436.36,516.0,436.3636511627907,184,447.17,none
20260114 14:02:30 America/New_York,436.25,436.45,436.17,436.21,597.0,436.28925460636515,172,447.17,none
20260114 14:03:00 America/New_York,436.52,436.6,436.19,436.45,731.0,436.46391108071134,203,447.17,none
20260114 14:03:30 America/New_York,436.48,436.58,436.39,436.42,373.0,436.4804530831099,148,447.17,none
20260114 14:04:00 America/New_York,436.34,436.44,436.2,436.26,512.0,436.336396484375,179,447.17,none
20260114 14:04:30 America/New_York,436.46,436.46,436.21,436.34,509.0,436.34390962671904,196,447.17,none
20260114 14:05:00 America/New_York,435.98,436.35,435.87,435.94,829.0,436.04106634499396,304,447.17,none
20260114 14:05:30 America/New_York,436.0,436.1,435.85,436.01,464.0,435.9847392241379,157,447.17,none
20260114 14:06:00 America/New_York,435.93,436.1,435.9,436.0,814.0,435.98485380835376,242,447.17,none
20260114 14:06:30 America/New_York,435.96,436.15,435.8,435.93,1078.0,436.0004192949907,361,447.17,none
20260114 14:07:00 America/New_York,435.91,436.04,435.86,435.92,1011.0,435.9165934718101,341,447.17,none
20260114 14:07:30 America/New_York,435.9,436.02,435.85,435.92,768.0,435.9162395833334,272,447.17,none
20260114 14:08:00 America/New_York,435.93,436.04,435.87,436.03,950.0,435.9381810526316,235,447.17,none
20260114 14:08:30 America/New_York,436.02,436.16,435.98,436.06,972.0,436.04628189300416,255,447.17,none
20260114 14:09:00 America/New_York,435.96,436.09,435.88,436.0,415.0,435.97296867469873,185,447.17,none
20260114 14:09:30 America/New_York,436.08,436.09,435.83,436.06,640.0,435.92015000000004,224,447.17,none
20260114 14:10:00 America/New_York,435.94,436.04,435.84,435.92,814.0,435.9455454545455,162,447.17,none
20260114 14:10:30 America/New_York,435.78,435.99,435.7,435.85,698.0,435.82968767908307,225,447.17,none
20260114 14:11:00 America/New_York,436.07,436.14,435.83,436.12,632.0,435.9995316455697,181,447.17,none
20260114 14:11:30 America/New_York,436.17,436.23,436.05,436.14,744.0,436.12763978494627,228,447.17,none
20260114 14:12:00 America/New_York,436.18,436.31,436.15,436.25,794.0,436.22007304785893,278,447.17,none
20260114 14:12:30 America/New_York,436.31,436.35,436.17,436.32,465.0,436.25956129032255,170,447.17,none
20260114 14:13:00 America/New_York,436.19,436.43,436.13,436.18,694.0,436.2853342939481,258,447.17,none
20260114 14:13:30 America/New_York,436.1,436.21,436.09,436.14,374.0,436.1601283422459,131,447.17,none
20260114 14:14:00 America/New_York,436.33,436.36,436.12,436.28,487.0,436.2354845995893,145,447.17,none
20260114 14:14:30 America/New_York,436.25,436.43,436.2,436.38,667.0,436.3538455772114,170,447.17,none
20260114 14:15:00 America/New_York,436.67,436.71,436.33,436.61,1508.0,436.5861472148541,427,447.17,none
20260114 14:15:30 America/New_York,436.47,436.72,436.42,436.52,585.0,436.5279418803419,192,447.17,none
20260114 14:16:00 America/New_York,436.5,436.59,436.39,436.52,510.0,436.4908215686275,173,447.17,none
20260114 14:16:30 America/New_York,436.59,436.62,436.45,436.56,486.0,436.54334156378604,143,447.17,none
20260114 14:17:00 America/New_York,436.53,436.62,436.45,436.54,375.0,436.52901333333335,132,447.17,none
20260114 14:17:30 America/New_York,436.3,436.55,436.21,436.25,682.0,436.3384560117302,228,447.17,none
20260114 14:18:00 America/New_York,436.18,436.31,436.17,436.18,545.0,436.22924403669725,180,447.17,none
20260114 14:18:30 America/New_York,436.47,436.57,436.12,436.56,948.0,436.354305907173,277,447.17,none
20260114 14:19:00 America/New_York,436.81,436.97,436.52,436.95,1497.0,436.72998931195724,410,447.17,none
20260114 14:19:30 America/New_York,436.86,436.97,436.74,436.93,1075.0,436.8539804651163,277,447.17,none
20260114 14:20:00 America/New_York,437.14,437.18,436.92,437.13,1792.0,437.0549827008928,440,447.17,none
20260114 14:20:30 America/New_York,437.13,437.22,436.95,437.02,1142.0,437.1107898423818,326,447.17,none
20260114 14:21:00 America/New_York,436.79,437.01,436.71,436.87,1039.0,436.80869104908567,302,447.17,none
20260114 14:21:30 America/New_York,436.77,436.83,436.65,436.8,723.0,436.73126970954354,193,447.17,none
20260114 14:22:00 America/New_York,437.06,437.08,436.75,437.02,962.0,436.9259261954261,259,447.17,none
20260114 14:22:30 America/New_York,436.98,437.06,436.9,436.99,580.0,436.9952224137931,187,447.17,none
20260114 14:23:00 America/New_York,437.02,437.17,436.96,437.17,705.0,437.042619858156,234,447.17,none
20260114 14:23:30 America/New_York,437.18,437.27,437.0,437.18,1051.0,437.15419410085633,271,447.17,none
20260114 14:24:00 America/New_York,437.15,437.2,437.07,437.12,632.0,437.1362484177216,206,447.17,none
20260114 14:24:30 America/New_York,436.83,437.16,436.78,436.84,1086.0,436.9384567219153,284,447.17,none
20260114 14:25:00 America/New_York,436.73,436.85,436.6,436.81,1246.0,436.6871268057785,327,447.17,none
20260114 14:25:30 America/New_York,436.82,436.88,436.69,436.72,928.0,436.80351831896553,216,447.17,none
20260114 14:26:00 America/New_York,436.7,436.74,436.55,436.64,1139.0,436.63922300263386,245,447.17,none
20260114 14:26:30 America/New_York,436.55,436.67,436.46,436.55,757.0,436.54000264200795,220,447.17,none
20260114 14:27:00 America/New_York,436.56,436.63,436.47,436.53,996.0,436.5545441767069,249,447.17,none
20260114 14:27:30 America/New_York,436.84,436.89,436.52,436.81,950.0,436.7283999999999,246,447.17,none
20260114 14:28:00 America/New_York,436.77,436.93,436.74,436.89,790.0,436.84566329113926,297,447.17,none
20260114 14:28:30 America/New_York,436.57,436.86,436.49,436.53,645.0,436.6129782945736,188,447.17,none
20260114 14:29:00 America/New_York,436.72,436.8,436.51,436.71,530.0,436.66716037735847,202,447.17,none
20260114 14:29:30 America/New_York,436.87,436.9,436.66,436.88,588.0,436.81247619047616,197,447.17,none
20260114 14:30:00 America/New_York,437.12,437.18,436.9,437.1,994.0,437.08500603621735,302,447.17,none
20260114 14:30:30 America/New_York,437.03,437.14,436.89,437.02,530.0,437.03074905660384,179,447.17,none
20260114 14:31:00 America/New_York,437.4,437.46,436.99,437.46,1630.0,437.29948159509206,477,447.17,none
20260114 14:31:30 America/New_York,437.24,437.58,437.22,437.29,1373.0,437.43792498179175,407,447.17,none
20260114 14:32:00 America/New_York,437.25,437.36,437.13,437.22,785.0,437.27478980891715,287,447.17,none
20260114 14:32:30 America/New_York,437.29,437.3,437.12,437.19,420.0,437.20742619047616,156,447.17,none
20260114 14:33:00 America/New_York,437.33,437.36,437.2,437.33,654.0,437.27985321100914,209,447.17,none
20260114 14:33:30 America/New_York,437.18,437.36,437.07,437.08,775.0,437.2095651612903,239,447.17,none
20260114 14:34:00 America/New_York,437.01,437.11,436.93,437.0,916.0,437.0103165938864,195,447.17,none
20260114 14:34:30 America/New_York,436.84,437.04,436.81,436.92,730.0,436.9159657534247,242,447.17,none
20260114 14:35:00 America/New_York,436.69,436.99,436.61,436.62,926.0,436.79700323974083,208,447.17,none
20260114 14:35:30 America/New_York,436.65,436.78,436.55,436.77,848.0,436.6382853773585,248,447.17,none
20260114 14:36:00 America/New_York,436.79,436.89,436.66,436.76,488.0,436.77560655737705,181,447.17,none
20260114 14:36:30 America/New_York,436.83,436.88,436.7,436.85,541.0,436.80213123844726,184,447.17,none
20260114 14:37:00 America/New_York,436.63,436.88,436.5,436.52,863.0,436.6811205098494,288,447.17,none
20260114 14:37:30 America/New_York,436.56,436.64,436.46,436.46,992.0,436.54252721774196,262,447.17,none
20260114 14:38:00 America/New_York,436.59,436.7,436.48,436.61,649.0,436.5923004622496,211,447.17,none
20260114 14:38:30 America/New_York,436.6,436.71,436.56,436.59,557.0,436.6343339317773,193,447.17,none
20260114 14:39:00 America/New_York,436.7,436.79,436.56,436.76,489.0,436.68256032719836,175,447.17,none
20260114 14:39:30 America/New_York,436.9,436.95,436.74,436.81,828.0,436.86457125603863,274,447.17,none
20260114 14:40:00 America/New_York,436.75,436.86,436.71,436.8,475.0,436.8103831578947,183,447.17,none
20260114 14:40:30 America/New_York,436.91,437.09,436.76,437.08,861.0,436.901487804878,272,447.17,none
20260114 14:41:00 America/New_York,437.07,437.17,437.05,437.12,1220.0,437.1045344262294,339,447.17,none
20260114 14:41:30 America/New_York,436.94,437.17,436.94,437.1,805.0,437.07294782608693,243,447.17,none
20260114 14:42:00 America/New_York,436.99,437.12,436.95,437.07,638.0,437.04135736677114,194,447.17,none
20260114 14:42:30 America/New_York,437.01,437.12,437.01,437.05,464.0,437.0573577586207,164,447.17,none
20260114 14:43:00 America/New_York,436.93,437.11,436.87,436.94,722.0,436.9524515235458,228,447.17,none
20260114 14:43:30 America/New_York,436.76,436.94,436.58,436.58,1157.0,436.74705099394987,304,447.17,none
20260114 14:44:00 America/New_York,436.53,436.64,436.41,436.43,1081.0,436.51146345975945,335,447.17,none
20260114 14:44:30 America/New_York,436.48,436.6,436.41,436.45,721.0,436.50223300970873,209,447.17,none
20260114 14:45:00 America/New_York,436.22,436.48,436.2,436.27,1203.0,436.30977057356614,391,447.17,none
20260114 14:45:30 America/New_York,436.2,436.35,436.05,436.05,1143.0,436.2208766404199,328,447.17,none
20260114 14:46:00 America/New_York,436.14,436.26,436.03,436.14,1194.0,436.1201088777219,338,447.17,none
20260114 14:46:30 America/New_York,436.18,436.24,436.08,436.15,751.0,436.1679600532623,223,447.17,none
20260114 14:47:00 America/New_York,436.06,436.23,435.94,436.04,1041.0,436.0840470701249,322,447.17,none
20260114 14:47:30 America/New_York,436.01,436.1,435.94,436.06,1261.0,436.008425852498,240,447.17,none
20260114 14:48:00 America/New_York,436.0,436.18,435.92,435.98,1170.0,436.01511282051285,360,447.17,none
20260114 14:48:30 America/New_York,436.03,436.08,435.82,436.05,711.0,435.91667369901546,272,447.17,none
20260114 14:49:00 America/New_York,436.36,436.39,436.05,436.34,1649.0,436.2410339599757,397,447.17,none
20260114 14:49:30 America/New_York,436.29,436.44,436.25,436.31,817.0,436.32605875152996,226,447.17,none
20260114 14:50:00 America/New_York,436.68,436.75,436.28,436.64,1432.0,436.50187360335195,416,447.17,none
20260114 14:50:30 America/New_York,436.65,436.75,436.53,436.61,1134.0,436.63880687830687,336,447.17,none
20260114 14:51:00 America/New_York,436.36,436.64,436.28,436.34,876.0,436.48031392694065,287,447.17,none
20260114 14:51:30 America/New_York,436.66,436.7,436.35,436.68,694.0,436.51870461095103,216,447.17,none
20260114 14:52:00 America/New_York,436.68,436.87,436.63,436.63,1141.0,436.7709219982471,319,447.17,none
20260114 14:52:30 America/New_York,436.43,436.69,436.37,436.46,772.0,436.49867227979274,232,447.17,none
20260114 14:53:00 America/New_York,436.51,436.61,436.4,436.46,472.0,436.50419279661014,185,447.17,none
20260114 14:53:30 America/New_York,436.38,436.51,436.33,436.37,716.0,436.4203379888268,253,447.17,none
20260114 14:54:00 America/New_York,436.22,436.4,436.14,436.22,1128.0,436.27746187943256,363,447.17,none
20260114 14:54:30 America/New_York,436.26,436.34,436.21,436.28,479.0,436.2934509394573,170,447.17,none
20260114 14:55:00 America/New_York,436.17,436.31,436.07,436.23,851.0,436.1771915393654,308,447.17,none
20260114 14:55:30 America/New_York,435.99,436.34,435.94,435.99,965.0,436.07818860103635,265,447.17,none
20260114 14:56:00 America/New_York,436.18,436.22,435.89,436.17,1337.0,436.03029394166043,370,447.17,none
20260114 14:56:30 America/New_York,436.49,436.56,436.14,436.47,1447.0,436.40279612992407,366,447.17,none
20260114 14:57:00 America/New_York,436.79,436.9,436.43,436.87,1309.0,436.6237685255921,428,447.17,none
20260114 14:57:30 America/New_York,436.71,436.92,436.62,436.65,1395.0,436.77493906810037,339,447.17,none
20260114 14:58:00 America/New_York,436.47,436.7,436.43,436.55,723.0,436.5575408022131,257,447.17,none
20260114 14:58:30 America/New_York,436.57,436.63,436.47,436.56,357.0,436.54222969187674,136,447.17,none
20260114 14:59:00 America/New_York,436.71,436.75,436.35,436.68,1258.0,436.57890143084256,338,447.17,none
20260114 14:59:30 America/New_York,436.87,436.99,436.65,436.96,1255.0,436.8303609561752,391,447.17,none
20260114 15:00:00 America/New_York,437.08,437.19,436.89,437.1,1571.0,437.0145486950986,459,447.17,none
20260114 15:00:30 America/New_York,436.81,437.18,436.53,436.56,1606.0,436.85876650062266,408,447.17,none
20260114 15:01:00 America/New_York,436.41,436.76,436.32,436.42,922.0,436.514467462039,290,447.17,none
20260114 15:01:30 America/New_York,436.59,436.67,436.23,436.56,1496.0,436.3995407754011,373,447.17,none
20260114 15:02:00 America/New_York,437.18,437.99,436.33,437.32,3369.0,437.2895773226477,1102,447.17,none
20260114 15:02:30 America/New_York,437.22,437.45,437.05,437.16,1252.0,437.22048083067097,350,447.17,none
20260114 15:03:00 America/New_York,436.97,437.28,436.92,437.07,942.0,437.1289808917197,303,447.17,none
20260114 15:03:30 America/New_York,437.2,437.39,436.9,437.25,1663.0,437.19201623571854,444,447.17,none
20260114 15:04:00 America/New_York,437.27,437.47,437.05,437.34,1155.0,437.2781203463204,309,447.17,none
20260114 15:04:30 America/New_York,437.05,437.47,436.94,436.94,1567.0,437.1675124441608,375,447.17,none
20260114 15:05:00 America/New_York,437.3,437.41,436.7,437.36,1364.0,436.9965747800586,324,447.17,none
20260114 15:05:30 America/New_York,437.64,437.81,437.28,437.66,2210.0,437.5552574660633,536,447.17,none
20260114 15:06:00 America/New_York,437.81,438.0,437.58,437.93,1411.0,437.8149163713679,403,447.17,none
20260114 15:06:30 America/New_York,438.13,438.2,437.91,438.11,2010.0,438.0595577114427,547,447.17,none
20260114 15:07:00 America/New_York,437.76,438.17,437.54,437.8,1991.0,437.7182747363134,501,447.17,none
20260114 15:07:30 America/New_York,438.19,438.36,437.76,438.3,1927.0,438.12297197716657,509,447.17,none
20260114 15:08:00 America/New_York,438.21,438.37,437.96,438.13,2124.0,438.1853813559321,498,447.17,none
20260114 15:08:30 America/New_York,438.03,438.24,437.84,437.95,914.0,438.0157133479212,309,447.17,none
20260114 15:09:00 America/New_York,437.98,438.19,437.95,438.04,1311.0,438.0447917620138,341,447.17,none
20260114 15:09:30 America/New_York,437.76,438.13,437.63,437.79,1626.0,437.8289569495695,386,447.17,none
20260114 15:10:00 America/New_York,437.64,437.79,437.43,437.77,1224.0,437.6223039215686,339,447.17,none
20260114 15:10:30 America/New_York,437.69,437.8,437.62,437.71,1184.0,437.7022559121622,291,447.17,none
20260114 15:11:00 America/New_York,437.46,437.78,437.44,437.56,1178.0,437.57646010186755,302,447.17,none
20260114 15:11:30 America/New_York,437.98,438.1,437.56,437.97,1441.0,437.8684045801527,433,447.17,none
20260114 15:12:00 America/New_York,437.61,438.02,437.52,437.62,992.0,437.7447247983871,280,447.17,none
20260114 15:12:30 America/New_York,437.5,437.59,437.27,437.42,1426.0,437.4541171107994,300,447.17,none
20260114 15:13:00 America/New_York,437.35,437.54,437.25,437.35,1115.0,437.3929013452915,257,447.17,none
20260114 15:13:30 America/New_York,437.34,437.49,437.26,437.26,667.0,437.38927736131933,194,447.17,none
20260114 15:14:00 America/New_York,437.27,437.43,437.15,437.19,1033.0,437.2936214908035,305,447.17,none
20260114 15:14:30 America/New_York,437.08,437.4,437.0,437.07,909.0,437.15850275027503,269,447.17,none
20260114 15:15:00 America/New_York,436.99,437.21,436.81,436.87,1242.0,437.00409903381643,315,447.17,none
20260114 15:15:30 America/New_York,436.72,436.88,436.59,436.73,1497.0,436.7238897795591,337,447.17,none
20260114 15:16:00 America/New_York,436.63,436.75,436.45,436.61,923.0,436.6000173347779,302,447.17,none
20260114 15:16:30 America/New_York,436.21,436.66,436.15,436.2,1313.0,436.3396389946687,383,447.17,none
20260114 15:17:00 America/New_York,436.25,436.46,436.15,436.18,1107.0,436.3205772357724,336,447.17,none
20260114 15:17:30 America/New_York,436.35,436.4,436.01,436.32,1098.0,436.17061657559196,349,447.17,none
20260114 15:18:00 America/New_York,436.39,436.46,436.25,436.41,696.0,436.3985416666667,226,447.17,none
20260114 15:18:30 America/New_York,436.58,436.65,436.32,436.58,1100.0,436.53648272727276,316,447.17,none
20260114 15:19:00 America/New_York,436.37,436.7,436.35,436.5,1160.0,436.51856379310345,373,447.17,none
20260114 15:19:30 America/New_York,436.49,436.61,436.39,436.53,667.0,436.50371664167915,227,447.17,none
20260114 15:20:00 America/New_York,436.32,436.57,436.19,436.22,841.0,436.35184780023786,274,447.17,none
20260114 15:20:30 America/New_York,436.08,436.26,435.72,435.99,2584.0,435.9166126160991,667,447.17,none
20260114 15:21:00 America/New_York,435.9,436.08,435.85,436.0,1205.0,435.96727634854767,312,447.17,none
20260114 15:21:30 America/New_York,435.74,436.06,435.63,435.65,1141.0,435.82912883435586,335,447.17,none
20260114 15:22:00 America/New_York,435.6,435.7,435.58,435.64,1430.0,435.64573006993,445,447.17,none
20260114 15:22:30 America/New_York,435.47,435.85,435.43,435.44,1441.0,435.59422345593333,448,447.17,none
20260114 15:23:00 America/New_York,435.47,435.61,435.22,435.26,2432.0,435.45226603618414,627,447.17,none
20260114 15:23:30 America/New_York,435.47,435.68,435.2,435.66,1884.0,435.40628768577494,613,447.17,none
20260114 15:24:00 America/New_York,435.69,435.75,435.58,435.66,923.0,435.67005633802825,313,447.17,none
20260114 15:24:30 America/New_York,435.37,435.68,435.29,435.31,1303.0,435.4376738296239,372,447.17,none
20260114 15:25:00 America/New_York,435.19,435.34,435.03,435.14,1967.0,435.14993289273,630,447.17,none
20260114 15:25:30 America/New_York,435.2,435.29,435.08,435.26,1005.0,435.17214925373133,347,447.17,none
20260114 15:26:00 America/New_York,435.42,435.54,435.2,435.5,1330.0,435.3675466165413,464,447.17,none
20260114 15:26:30 America/New_York,435.68,435.73,435.43,435.65,1216.0,435.5809958881578,376,447.17,none
20260114 15:27:00 America/New_York,435.39,435.85,435.32,435.37,1531.0,435.582192031352,470,447.17,none
20260114 15:27:30 America/New_York,435.46,435.54,435.32,435.35,602.0,435.4106362126245,231,447.17,none
20260114 15:28:00 America/New_York,435.24,435.41,435.23,435.38,1109.0,435.31087466185755,392,447.17,none
20260114 15:28:30 America/New_York,435.45,435.51,435.35,435.4,728.0,435.43480494505496,263,447.17,none
20260114 15:29:00 America/New_York,435.28,435.47,435.23,435.33,741.0,435.31765452091764,270,447.17,none
20260114 15:29:30 America/New_York,435.22,435.39,435.15,435.16,676.0,435.2583964497041,260,447.17,none
20260114 15:30:00 America/New_York,435.5,435.67,435.14,435.66,1603.0,435.324370555209,556,447.17,none
20260114 15:30:30 America/New_York,435.69,435.79,435.56,435.57,1957.0,435.6973760858457,643,447.17,none
20260114 15:31:00 America/New_York,435.73,435.89,435.42,435.8,1310.0,435.67619999999994,464,447.17,none
20260114 15:31:30 America/New_York,436.17,436.21,435.78,436.16,1928.0,436.02393412863074,623,447.17,none
20260114 15:32:00 America/New_York,436.28,436.39,436.16,436.33,1642.0,436.2581796589525,600,447.17,none
20260114 15:32:30 America/New_York,436.39,436.44,436.29,436.4,1201.0,436.37295420482934,448,447.17,none
20260114 15:33:00 America/New_York,436.86,436.92,436.39,436.91,2213.0,436.72027157704474,731,447.17,none
20260114 15:33:30 America/New_York,436.97,436.98,436.7,436.86,1548.0,436.8598326873385,491,447.17,none
20260114 15:34:00 America/New_York,436.82,437.05,436.73,436.85,1554.0,436.87971621621625,459,447.17,none
20260114 15:34:30 America/New_York,436.73,436.91,436.56,436.58,1786.0,436.7461181410974,441,447.17,none
20260114 15:35:00 America/New_York,436.74,436.85,436.45,436.85,1666.0,436.6387887154862,559,447.17,none
20260114 15:35:30 America/New_York,436.87,436.94,436.73,436.88,1077.0,436.83896007428046,352,447.17,none
20260114 15:36:00 America/New_York,437.05,437.16,436.82,437.05,1926.0,437.00905036344756,564,447.17,none
20260114 15:36:30 America/New_York,437.37,437.43,437.05,437.34,1849.0,437.30721200649,601,447.17,none
20260114 15:37:00 America/New_York,437.37,437.41,437.14,437.32,1200.0,437.29958666666664,446,447.17,none
20260114 15:37:30 America/New_York,437.05,437.25,436.78,436.8,1682.0,437.06917598097505,519,447.17,none
20260114 15:38:00 America/New_York,437.3,437.37,436.75,437.22,1650.0,437.0717236363637,495,447.17,none
20260114 15:38:30 America/New_York,437.35,437.42,437.2,437.4,925.0,437.3323037837838,313,447.17,none
20260114 15:39:00 America/New_York,437.54,437.56,437.34,437.52,1258.0,437.46576232114467,417,447.17,none
20260114 15:39:30 America/New_York,437.65,437.68,437.49,437.65,1123.0,437.60530988423864,432,447.17,none
20260114 15:40:00 America/New_York,437.72,437.83,437.54,437.65,1645.0,437.70221884498477,558,447.17,none
20260114 15:40:30 America/New_York,437.29,437.68,437.06,437.33,2171.0,437.4002395209581,631,447.17,none
20260114 15:41:00 America/New_York,437.14,437.39,437.05,437.09,1103.0,437.2466001813237,389,447.17,none
20260114 15:41:30 America/New_York,437.18,437.28,437.03,437.22,980.0,437.1502204081633,377,447.17,none
20260114 15:42:00 America/New_York,437.15,437.26,437.05,437.07,775.0,437.1571161290322,276,447.17,none
20260114 15:42:30 America/New_York,437.16,437.18,436.98,437.04,1446.0,437.07880774550483,474,447.17,none
20260114 15:43:00 America/New_York,436.74,437.08,436.69,436.73,1341.0,436.8529970171513,427,447.17,none
20260114 15:43:30 America/New_York,436.86,436.89,436.54,436.85,1428.0,436.7512717086835,398,447.17,none
20260114 15:44:00 America/New_York,436.97,437.1,436.83,436.91,1479.0,436.9976294793779,380,447.17,none
20260114 15:44:30 America/New_York,436.74,436.93,436.64,436.68,959.0,436.7621543274244,329,447.17,none
20260114 15:45:00 America/New_York,436.75,436.86,436.62,436.62,889.0,436.7448920134984,379,447.17,none
20260114 15:45:30 America/New_York,436.54,436.65,436.34,436.38,1835.0,436.516383106267,608,447.17,none
20260114 15:46:00 America/New_York,436.53,436.79,436.33,436.76,1771.0,436.5473410502541,595,447.17,none
20260114 15:46:30 America/New_York,437.03,437.13,436.75,437.08,1616.0,436.98431311881194,493,447.17,none
20260114 15:47:00 America/New_York,437.09,437.19,436.92,437.09,1270.0,437.0724448818898,409,447.17,none
20260114 15:47:30 America/New_York,437.13,437.26,437.05,437.15,1157.0,437.1376274848747,419,447.17,none
20260114 15:48:00 America/New_York,437.18,437.25,436.91,436.96,1193.0,437.1167761944677,404,447.17,none
20260114 15:48:30 America/New_York,436.59,436.97,436.52,436.57,1790.0,436.6785541899441,575,447.17,none
20260114 15:49:00 America/New_York,436.48,436.69,436.45,436.51,1454.0,436.562984869326,481,447.17,none
20260114 15:49:30 America/New_York,436.59,436.62,436.41,436.45,866.0,436.5229399538107,297,447.17,none
